probe_id	symbol	gene_id	ensembl_id
10532888	4930515G01Rik	67642	ENSMUSG00000092183
10532892	1500011B03Rik	66236	ENSMUSG00000072694
10532896	2610524H06Rik	330173	ENSMUSG00000092486
10532907	Hnf1a	21405	ENSMUSG00000029556
10532919	Rps23	66475	ENSMUSG00000049517
10532926	Acads	11409	ENSMUSG00000029545
10532937	Unc119b	106840	ENSMUSG00000046562
10532944	Mlec	109154	ENSMUSG00000048578
10532954	Mlec	109154	ENSMUSG00000048578
10532956	Cabp1	29867	ENSMUSG00000029544
10532965	Rnf10	50849	ENSMUSG00000041740
10532984	Dynll1	56455	ENSMUSG00000009013
10532989	Gatc	384281	ENSMUSG00000029536
10532993	Cox6a1	12861	ENSMUSG00000041697
10532999	Sirt4	75387	ENSMUSG00000029524
10533007	Ccdc64	75665	ENSMUSG00000041609
10533026	Prkab1	19079	ENSMUSG00000029513
10533034	Ccdc60	269693	ENSMUSG00000043913
10533050	Hspb8	80888	ENSMUSG00000041548
10533055	Srrm4	68955	ENSMUSG00000063919
10533071	Suds3	71954	ENSMUSG00000066900
10533085	Pebp1	23980	ENSMUSG00000032959
10533090	Rfc5	72151	ENSMUSG00000029363
10533095	Fbxw8	231672	ENSMUSG00000032867
10533106	Rnft2	269695	ENSMUSG00000032850
10533120	Gm10390	100503427	ENSMUSG00000097368
10533122	Sdsl	257635	ENSMUSG00000029596
10533131	Plbd2	71772	ENSMUSG00000029598
10533145	Tpcn1	252972	ENSMUSG00000032741
10533176	Rita1	100764	ENSMUSG00000029600
10533182	Dtx1	14357	ENSMUSG00000029603
10533198	Oas2	246728	ENSMUSG00000032690
10533213	Oas3	246727	ENSMUSG00000032661
10533229	Oas1e	231699	ENSMUSG00000066867
10533237	Oas1c	114643	ENSMUSG00000001166
10533256	Oas1a	246730	ENSMUSG00000052776
10533261	Rph3a	19894	ENSMUSG00000029608
10533285	Ptpn11	19247	ENSMUSG00000043733
10533304	Trafd1	231712	ENSMUSG00000042726
10533316	Erp29	67397	ENSMUSG00000029616
10533320	Adam1b	280667	ENSMUSG00000062438
10533327	Mapkapk5	17165	ENSMUSG00000029454
10533345	Aldh2	11669	ENSMUSG00000029455
10533360	Acad12	338350	ENSMUSG00000042647
10533367	Acad10	71985	ENSMUSG00000042647
10533367	Acad10	71985	ENSMUSG00000029456
10533386	Sh2b3	16923	ENSMUSG00000042594
10533401	Cux2	13048	ENSMUSG00000042589
10533403	Cux2	13048	ENSMUSG00000042589
10533428	Ccdc63	330188	ENSMUSG00000043036
10533444	Tctn1	654470	ENSMUSG00000038593
10533446	Tctn1	654470	ENSMUSG00000038593
10533462	Rad9b	231724	ENSMUSG00000038569
10533474	Fam216a	68948	ENSMUSG00000029463
10533483	Atp2a2	11938	ENSMUSG00000029467
10533504	Ift81	12589	ENSMUSG00000029469
10533529	Camkk2	207565	ENSMUSG00000029471
10533549	Anapc5	59008	ENSMUSG00000029472
10533569	Kdm2b	30841	ENSMUSG00000029475
10533594	Morn3	74890	ENSMUSG00000029477
10533603	Rhof	23912	ENSMUSG00000029449
10533612	Hpd	15445	ENSMUSG00000029445
10533628	Il31	76399	ENSMUSG00000029437
10533633	Diablo	66593	ENSMUSG00000029433
10533644	Vps33a	77573	ENSMUSG00000029434
10533659	Clip1	56430	ENSMUSG00000049550
10533687	Zcchc8	70650	ENSMUSG00000029427
10533703	Rsrc2	208606	ENSMUSG00000029422
10533720	Hcar2	80885	ENSMUSG00000045502
10533725	Hcar1	243270	ENSMUSG00000049241
10533729	Vps37b	330192	ENSMUSG00000066278
10533734	Abcb9	56325	ENSMUSG00000029408
10533751	Pitpnm2	19679	ENSMUSG00000029406
10533781	Mphosph9	269702	ENSMUSG00000038126
10533807	Cdk2ap1	13445	ENSMUSG00000029394
10533812	Sbno1	243272	ENSMUSG00000038095
10533844	Rilpl2	80291	ENSMUSG00000029401
10533849	Rilpl1	75695	ENSMUSG00000029392
10533858	Eif2b1	209354	ENSMUSG00000029388
10533869	Ccdc92	215707	ENSMUSG00000037979
10533875	Ncor2	20602	ENSMUSG00000029478
10533929	Scarb1	20778	ENSMUSG00000037936
10533945	Ubc	22190	ENSMUSG00000008348
10533961	Dhx37	208144	ENSMUSG00000029480
10533989	Gm4868	231736	ENSMUSG00000091970
10533993	Slc15a4	100561	ENSMUSG00000029416
10534002	Tmem132d	243274	ENSMUSG00000034310
10534014	5930412G12Rik	319616	ENSMUSG00000072591
10534021	Rimbp2	231760	ENSMUSG00000029420
10534041	Stx2	13852	ENSMUSG00000029428
10534061	Zfp11	22648	ENSMUSG00000051034
10534066	Sept14	74222	ENSMUSG00000034219
10534075	Psph	100678	ENSMUSG00000029446
10534085	Phkg1	18682	ENSMUSG00000025537
10534102	Gusb	110006	ENSMUSG00000025534
10534120	Asl	109900	ENSMUSG00000025533
10534142	Sbds	66711	ENSMUSG00000025337
10534148	A330070K13Rik	381673	ENSMUSG00000052014
10534152	Wbscr17	212996	ENSMUSG00000034040
10534168	Auts2	319974	ENSMUSG00000029673
10534190	Wbscr16	94254	ENSMUSG00000061979
10534202	Ncf1	17969	ENSMUSG00000015950
10534216	Gtf2i	14886	ENSMUSG00000060261
10534253	Gtf2ird1	57080	ENSMUSG00000023079
10534281	Clip2	269713	ENSMUSG00000063146
10534301	Syna	214292	ENSMUSG00000085957
10534303	Lat2	56743	ENSMUSG00000040751
10534316	Eif4h	22384	ENSMUSG00000040731
10534324	Limk1	16885	ENSMUSG00000029674
10534343	Eln	13717	ENSMUSG00000029675
10534384	Wbscr28	76629	ENSMUSG00000040576
10534389	Cldn13	57255	ENSMUSG00000008843
10534395	Cldn4	12740	ENSMUSG00000047501
10534399	Wbscr25	71304	ENSMUSG00000054909
10534405	Wbscr22	66138	ENSMUSG00000005378
10534420	Vps37d	194309	ENSMUSG00000043614
10534426	Fzd9	14371	ENSMUSG00000049551
10534428	Fkbp6	94244	ENSMUSG00000040013
10534441	Pom121	107939	ENSMUSG00000053293
10534456	Hip1	215114	ENSMUSG00000039959
10534489	Ccl26	541307	ENSMUSG00000070464
10534493	Ccl24	56221	ENSMUSG00000004814
10534504	Tmem120a	215210	ENSMUSG00000039886
10534519	Styxl1	76571	ENSMUSG00000019178
10534531	Ywhag	22628	ENSMUSG00000051391
10534537	Ssc4d	109267	ENSMUSG00000029699
10534551	Lrwd1	71735	ENSMUSG00000029703
10534570	Orai2	269717	ENSMUSG00000039747
10534575	Prkrip1	66801	ENSMUSG00000039737
10534585	Sh2b2	23921	ENSMUSG00000005057
10534596	Cux1	13047	ENSMUSG00000029705
10534640	Col26a1	140709	ENSMUSG00000004415
10534654	Znhit1	70103	ENSMUSG00000059518
10534660	Ap1s1	11769	ENSMUSG00000004849
10534667	Serpine1	18787	ENSMUSG00000037411
10534679	Trim56	384309	ENSMUSG00000043279
10534684	Muc3	666339	ENSMUSG00000037390
10534694	Srrt	83701	ENSMUSG00000037364
10534718	Trip6	22051	ENSMUSG00000023348
10534728	Slc12a9	83704	ENSMUSG00000037344
10534743	Zan	22635	ENSMUSG00000079173
10534832	Epo	13856	ENSMUSG00000029711
10534839	Pop7	74097	ENSMUSG00000029715
10534842	Gnb2	14693	ENSMUSG00000029713
10534854	Mospd3	68929	ENSMUSG00000037221
10534862	Pcolce	18542	ENSMUSG00000029718
10534873	Fbxo24	71176	ENSMUSG00000089984
10534883	Irs3	16369	ENSMUSG00000047182
10534889	Agfg2	231801	ENSMUSG00000029722
10534912	Nyap1	243300	ENSMUSG00000045348
10534921	Mepce	231803	ENSMUSG00000029726
10534927	Pilra	231805	ENSMUSG00000046245
10534935	Pilrb1	170741	ENSMUSG00000066684
10534940	Pilrb2	545812	ENSMUSG00000066682
10534945	Cyp3a13	13113	ENSMUSG00000029727
10534960	Gjc3	118446	ENSMUSG00000056966
10534966	Zfp113	56314	ENSMUSG00000037007
10534974	Mcm7	17220	ENSMUSG00000029730
10534990	Taf6	21343	ENSMUSG00000036980
10535006	BC037034	231807	ENSMUSG00000036948
10535006	BC037034	231807	ENSMUSG00000091964
10535021	Gpc2	71951	ENSMUSG00000029510
10535025	Got2	14719	ENSMUSG00000031672
10535027	1700123K08Rik	76658	ENSMUSG00000029526
10535034	Zfp68	24135	ENSMUSG00000058291
10535043	Pdgfa	18590	ENSMUSG00000025856
10535053	Prkar1b	19085	ENSMUSG00000025855
10535065	Adap1	231821	ENSMUSG00000056413
10535080	Cox19	68033	ENSMUSG00000045438
10535084	3110082I17Rik	73212	ENSMUSG00000053553
10535095	Zfand2a	100494	ENSMUSG00000053581
10535103	Micall2	231830	ENSMUSG00000036718
10535124	Ints1	68510	ENSMUSG00000029547
10535174	Tmem184a	231832	ENSMUSG00000036687
10535184	Psmg3	66506	ENSMUSG00000029551
10535189	Mad1l1	17120	ENSMUSG00000029554
10535208	Ftsj2	68017	ENSMUSG00000029557
10535213	Snx8	231834	ENSMUSG00000029560
10535225	Grifin	77998	ENSMUSG00000036586
10535231	Ttyh3	78339	ENSMUSG00000036565
10535247	Iqce	74239	ENSMUSG00000036555
10535273	Gna12	14673	ENSMUSG00000000149
10535282	Card11	108723	ENSMUSG00000036526
10535312	Radil	231858	ENSMUSG00000029576
10535329	Papolb	56522	ENSMUSG00000074817
10535331	Mmd2	75104	ENSMUSG00000039533
10535342	Tnrc18	231861	ENSMUSG00000039477
10535372	Fbxl18	231863	ENSMUSG00000066640
10535381	Actb	11461	ENSMUSG00000029580
10535389	Rnf216	108086	ENSMUSG00000045078
10535418	Rbak	57782	ENSMUSG00000061898
10535426	Spdyb	74673	ENSMUSG00000039296
10535435	Zfp316	54201	ENSMUSG00000046658
10535449	E130309D02Rik	231868	ENSMUSG00000039244
10535458	Zdhhc4	72881	ENSMUSG00000001844
10535471	Rac1	19353	ENSMUSG00000001847
10535477	Usp42	76800	ENSMUSG00000051306
10535497	Ankrd61	66729	ENSMUSG00000029607
10535502	Aimp2	231872	ENSMUSG00000029610
10535508	Ccz1	231874	ENSMUSG00000029617
10535524	Ocm	18261	ENSMUSG00000029618
10535532	Tecpr1	70381	ENSMUSG00000066621
10535559	Baiap2l1	66898	ENSMUSG00000038859
10535577	Tmem130	243339	ENSMUSG00000043388
10535586	Smurf1	75788	ENSMUSG00000038780
10535608	Kpna7	381686	ENSMUSG00000038770
10535623	Gm4871	231885	ENSMUSG00000061707
10535629	Pdap1	231887	ENSMUSG00000029623
10535637	Ptcd1	71799	ENSMUSG00000029624
10535647	Atp5j2	57423	ENSMUSG00000038690
10535653	Zkscan14	67235	ENSMUSG00000029627
10535659	Cyp3a16	13114	ENSMUSG00000038656
10535698	Cyp3a44	337924	ENSMUSG00000054417
10535704	Cyp3a11	13112	ENSMUSG00000056035
10535714	Cyp3a25	56388	ENSMUSG00000029630
10535720	1700001J03Rik	69282	ENSMUSG00000095040
10535725	Rnf6	74132	ENSMUSG00000029634
10535732	Gpr12	14738	ENSMUSG00000041468
10535739	Usp12	22217	ENSMUSG00000029640
10535750	Mtif3	76366	ENSMUSG00000016510
10535759	Lnx2	140887	ENSMUSG00000016520
10535771	Cdx2	12591	ENSMUSG00000029646
10535776	Urad	231903	ENSMUSG00000075543
10535780	Flt3	14255	ENSMUSG00000042817
10535807	Flt1	14254	ENSMUSG00000029648
10535841	Slc46a3	71706	ENSMUSG00000029650
10535852	Slc7a1	11987	ENSMUSG00000041313
10535866	Ubl3	24109	ENSMUSG00000001687
10535883	Katnal1	231912	ENSMUSG00000041298
10535904	Hsph1	15505	ENSMUSG00000029657
10535931	Zar1l	545824	ENSMUSG00000056586
10535938	N4bp2l1	100637	ENSMUSG00000041132
10535946	N4bp2l2	381695	ENSMUSG00000029655
10535956	Stard13	243362	ENSMUSG00000016128
10535974	Vmn2r18	632671	ENSMUSG00000091794
10535979	Rfc3	69263	ENSMUSG00000033970
10536068	Zfp788	67607	ENSMUSG00000074165
10536079	Vmn2r-ps54	75835	ENSMUSG00000074164
10536141	Ctdnep1	67181	ENSMUSG00000018559
10536176	Ccdc132	73288	ENSMUSG00000001376
10536209	Gngt1	14699	ENSMUSG00000029663
10536216	Gng11	66066	ENSMUSG00000032766
10536220	Col1a2	12843	ENSMUSG00000029661
10536273	Casd1	213819	ENSMUSG00000015189
10536294	Peg10	170676	ENSMUSG00000092035
10536297	Ppp1r9a	243725	ENSMUSG00000032827
10536324	Asb4	65255	ENSMUSG00000042607
10536334	Dync1i1	13426	ENSMUSG00000029757
10536353	Dlx6	13396	ENSMUSG00000029754
10536359	Acn9	71238	ENSMUSG00000042505
10536363	Tac1	21333	ENSMUSG00000061762
10536369	C1galt1	94192	ENSMUSG00000042460
10536376	Mios	252875	ENSMUSG00000042447
10536407	Phf14	75725	ENSMUSG00000029629
10536427	Hormad1	67981	ENSMUSG00000028109
10536429	Tmem106b	71900	ENSMUSG00000029571
10536444	Foxp2	114142	ENSMUSG00000029563
10536472	Mdfic	16543	ENSMUSG00000041390
10536483	Tes	21753	ENSMUSG00000029552
10536494	Cav2	12390	ENSMUSG00000000058
10536499	Cav1	12389	ENSMUSG00000007655
10536505	Met	17295	ENSMUSG00000009376
10536527	Capza2	12343	ENSMUSG00000015733
10536541	St7	64213	ENSMUSG00000029534
10536563	Cftr	12638	ENSMUSG00000041301
10536593	Tsen15	66637	ENSMUSG00000014980
10536595	Lsm8	76522	ENSMUSG00000044155
10536600	Ankrd7	75196	ENSMUSG00000029517
10536611	Kcnd2	16508	ENSMUSG00000060882
10536620	Ing3	71777	ENSMUSG00000029670
10536635	Cped1	214642	ENSMUSG00000062980
10536658	Wnt16	93735	ENSMUSG00000029671
10536667	Ptprz1	19283	ENSMUSG00000068748
10536697	Asb15	78910	ENSMUSG00000029685
10536711	Lmod2	93677	ENSMUSG00000029683
10536717	Hyal6	74409	ENSMUSG00000029679
10536722	Hyal4	77042	ENSMUSG00000029680
10536729	Spam1	20690	ENSMUSG00000029682
10536738	Hyal5	74468	ENSMUSG00000029678
10536746	Arf5	11844	ENSMUSG00000020440
10536752	Fscn3	56223	ENSMUSG00000029707
10536762	Snd1	56463	ENSMUSG00000001424
10536787	Mir129-1	387237	ENSMUSG00000065469
10536789	Lep	16846	ENSMUSG00000059201
10536794	Hilpda	69573	ENSMUSG00000043421
10536799	Fam71f2	245884	ENSMUSG00000079652
10536805	Fam71f1	330277	ENSMUSG00000039742
10536818	Calu	12321	ENSMUSG00000029767
10536827	Ccdc136	232664	ENSMUSG00000029769
10536845	Flnc	68794	ENSMUSG00000068699
10536895	Atp6v1f	66144	ENSMUSG00000004285
10536898	Irf5	27056	ENSMUSG00000029771
10536908	Tspan33	232670	ENSMUSG00000001763
10536917	Smo	319757	ENSMUSG00000001761
10536931	Ahcyl2	74340	ENSMUSG00000029772
10536949	Strip2	320609	ENSMUSG00000039629
10536973	1700023L04Rik	76419	ENSMUSG00000045709
10536976	Nrf1	18181	ENSMUSG00000058440
10536996	Klhdc10	76788	ENSMUSG00000029775
10537007	Ssmem1	75647	ENSMUSG00000029784
10537014	Cpa2	232680	ENSMUSG00000071553
10537026	Cpa4	71791	ENSMUSG00000039070
10537038	Cpa5	74649	ENSMUSG00000029788
10537051	Cpa1	109697	ENSMUSG00000054446
10537062	Mest	17294	ENSMUSG00000051855
10537078	Mkln1	27418	ENSMUSG00000025609
10537098	1700012A03Rik	76382	ENSMUSG00000029766
10537102	Exoc4	20336	ENSMUSG00000029763
10537123	Lrguk	74354	ENSMUSG00000056215
10537146	Akr1b8	14187	ENSMUSG00000029762
10537157	Akr1b10	67861	ENSMUSG00000061758
10537169	Akr1b7	11997	ENSMUSG00000052131
10537179	Bpgm	12183	ENSMUSG00000038871
10537184	Cald1	109624	ENSMUSG00000029761
10537204	Agbl3	76223	ENSMUSG00000038836
10537227	Tmem140	68487	ENSMUSG00000057137
10537231	Stra8	20899	ENSMUSG00000029848
10537246	Nup205	70699	ENSMUSG00000038759
10537292	1810058I24Rik	67705	ENSMUSG00000073155
10537296	Mir490	735279	ENSMUSG00000070075
10537298	Chrm2	243764	ENSMUSG00000045613
10537306	Akr1d1	208665	ENSMUSG00000038641
10537316	Atp6v0c	11984	ENSMUSG00000024121
10537318	Trim24	21848	ENSMUSG00000029833
10537343	Tmem213	77522	ENSMUSG00000029829
10537353	Ttc26	264134	ENSMUSG00000056832
10537375	Ubn2	320538	ENSMUSG00000038538
10537394	1110001J03Rik	66117	ENSMUSG00000019689
10537397	Luc7l2	192196	ENSMUSG00000029823
10537406	Clec2l	665180	ENSMUSG00000079598
10537410	Tbxas1	21391	ENSMUSG00000029925
10537426	4930599N23Rik	75379	ENSMUSG00000073144
10537428	Rab19	19331	ENSMUSG00000029923
10537437	Gm10244	621427	ENSMUSG00000068601
10537441	Adck2	57869	ENSMUSG00000046947
10537452	Ndufb2	68198	ENSMUSG00000002416
10537458	Tmem178b	434008	ENSMUSG00000057716
10537463	Agk	69923	ENSMUSG00000029916
10537480	Wee2	381759	ENSMUSG00000037159
10537494	Ssbp1	381760	ENSMUSG00000029911
10537499	Tas2r137	574417	ENSMUSG00000052850
10537501	Tas2r108	57253	ENSMUSG00000037140
10537506	Olfr460	258381	ENSMUSG00000045514
10537509	Mgam	232714	ENSMUSG00000068587
10537627	Prss2	22072	ENSMUSG00000057163
10537634	Try4	22074	ENSMUSG00000054106
10537642	Gm5771	436523	ENSMUSG00000058119
10537645	Gm5409	386551	ENSMUSG00000071521
10537657	Ephb6	13848	ENSMUSG00000029869
10537676	1700034O15Rik	76606	ENSMUSG00000029867
10537679	Pip	18716	ENSMUSG00000058499
10537684	Sval2	84543	ENSMUSG00000014104
10537690	Sval1	71578	ENSMUSG00000029865
10537696	Sval3	387564	ENSMUSG00000062833
10537701	Sva	20939	ENSMUSG00000023289
10537707	Tas2r139	353148	ENSMUSG00000047102
10537710	Tas2r144	387515	ENSMUSG00000051917
10537712	Gstk1	76263	ENSMUSG00000029864
10537722	Tmem139	109218	ENSMUSG00000071506
10537728	Casp2	12366	ENSMUSG00000029863
10537742	Clcn1	12723	ENSMUSG00000029862
10537770	Zyx	22793	ENSMUSG00000029860
10537785	Tas2r143	387514	ENSMUSG00000046652
10537787	Tas2r135	387512	ENSMUSG00000056203
10537789	Tas2r126	387353	ENSMUSG00000048284
10537791	Olfr453	258016	ENSMUSG00000095831
10537793	Olfr38	258988	ENSMUSG00000095236
10537795	Olfr452	258207	ENSMUSG00000094192
10537799	Olfr450	258437	ENSMUSG00000054431
10537801	Olfr449	259067	ENSMUSG00000049168
10537803	Olfr448	258270	ENSMUSG00000043119
10537805	Olfr447	258990	ENSMUSG00000045708
10537807	Olfr446	258292	ENSMUSG00000073111
10537809	Olfr444	258650	ENSMUSG00000073110
10537811	Olfr446	258292	ENSMUSG00000073111
10537819	Olfr237-ps1	258648	ENSMUSG00000094200
10537821	Olfr437	258293	ENSMUSG00000071481
10537823	Olfr13	18310	ENSMUSG00000043605
10537826	Olfr435	258647	ENSMUSG00000048693
10537828	Olfr434	258366	ENSMUSG00000059411
10537831	Olfr47	18346	ENSMUSG00000061210
10537834	Arhgef5	54324	ENSMUSG00000033542
10537849	Arhgef5	54324	ENSMUSG00000033542
10537851	Cntnap2	66797	ENSMUSG00000039419
10537882	Cul1	26965	ENSMUSG00000029686
10537909	Rny3	19874	ENSMUSG00000064945
10537911	Zfp398	272347	ENSMUSG00000062519
10537921	Zfp282	101095	ENSMUSG00000025821
10537934	Zfp212	232784	ENSMUSG00000052763
10537957	Krba1	77827	ENSMUSG00000042810
10537978	Sspo	243369	ENSMUSG00000029797
10538082	Atp6v0e2	76252	ENSMUSG00000039347
10538087	Lrrc61	243371	ENSMUSG00000073096
10538093	Gm5111	330305	ENSMUSG00000052730
10538100	Repin1	58887	ENSMUSG00000052751
10538106	Zfp775	243372	ENSMUSG00000007216
10538109	AI854703	243373	ENSMUSG00000053297
10538115	Gimap8	243374	ENSMUSG00000064262
10538123	Gimap9	317758	ENSMUSG00000051124
10538126	Gimap4	107526	ENSMUSG00000054435
10538135	Gimap7	231932	ENSMUSG00000043931
10538138	Gimap1	16205	ENSMUSG00000090019
10538142	Gimap5	317757	ENSMUSG00000043505
10538150	Tmem176a	66058	ENSMUSG00000023367
10538163	Aoc1	76507	ENSMUSG00000029811
10538169	1600015I10Rik	69761	ENSMUSG00000029813
10538174	Doxl2	243376	ENSMUSG00000068536
10538179	Svs1	243377	ENSMUSG00000039215
10538187	Gpnmb	93695	ENSMUSG00000029816
10538201	Malsu1	75593	ENSMUSG00000029815
10538206	Ccdc126	57895	ENSMUSG00000050786
10538214	Fam221a	231946	ENSMUSG00000047115
10538222	Stk31	77485	ENSMUSG00000023403
10538247	Npy	109648	ENSMUSG00000029819
10538253	Mpp6	56524	ENSMUSG00000038388
10538269	Mpp6	56524	ENSMUSG00000038388
10538275	Nfe2l3	18025	ENSMUSG00000029832
10538282	Cbx3	12417	ENSMUSG00000029836
10538290	Snx10	71982	ENSMUSG00000038301
10538307	Hottip	791364	ENSMUSG00000055408
10538310	Evx1	14028	ENSMUSG00000005503
10538318	Tax1bp1	52440	ENSMUSG00000004535
10538356	Chn2	69993	ENSMUSG00000004633
10538373	Prr15	78004	ENSMUSG00000045725
10538377	Wipf3	330319	ENSMUSG00000086040
10538394	Plekha8	231999	ENSMUSG00000005225
10538408	Mturn	68235	ENSMUSG00000038065
10538413	Znrf2	387524	ENSMUSG00000058446
10538420	Gars	353172	ENSMUSG00000029777
10538438	Fam188b	330323	ENSMUSG00000038022
10538459	Aqp1	11826	ENSMUSG00000004655
10538466	Ghrhr	14602	ENSMUSG00000004654
10538482	Adcyap1r1	11517	ENSMUSG00000029778
10538503	Ccdc129	232016	ENSMUSG00000037973
10538519	Ppp1r17	19051	ENSMUSG00000002930
10538526	Avl9	78937	ENSMUSG00000029787
10538547	Fkbp9	27055	ENSMUSG00000029781
10538558	Vmn1r4	171194	ENSMUSG00000071893
10538560	Vmn1r5	171192	ENSMUSG00000090346
10538563	Vmn1r6	171193	ENSMUSG00000058923
10538567	Vmn1r8	171205	ENSMUSG00000061208
10538573	Vmn1r11	113860	ENSMUSG00000093635
10538578	Vmn1r13	113862	ENSMUSG00000064259
10538580	Vmn1r14	113864	ENSMUSG00000093692
10538582	Vmn1r15	113863	ENSMUSG00000058731
10538586	Vmn1r19	171200	ENSMUSG00000068426
10538590	Herc6	67138	ENSMUSG00000029798
10538617	Lancl2	71835	ENSMUSG00000062190
10538631	Vmn1r28	171198	ENSMUSG00000094291
10538636	Vmn1r29	113859	ENSMUSG00000091734
10538640	Abcg2	26357	ENSMUSG00000029802
10538658	Herc3	73998	ENSMUSG00000029804
10538684	Tigd2	68140	ENSMUSG00000049232
10538695	Gm5570	434019	ENSMUSG00000073045
10538706	Mmrn1	70945	ENSMUSG00000054641
10538715	Ccser1	232035	ENSMUSG00000039578
10538732	Grid2	14804	ENSMUSG00000071424
10538751	Atoh1	11921	ENSMUSG00000073043
10538755	Smarcad1	13990	ENSMUSG00000029920
10538783	C130060K24Rik	243407	ENSMUSG00000029917
10538791	Tnip3	414084	ENSMUSG00000044162
10538802	Ndnf	68169	ENSMUSG00000049001
10538811	Prdm5	70779	ENSMUSG00000029913
10538829	4930544G11Rik	67653	ENSMUSG00000036463
10538842	Gng12	14701	ENSMUSG00000036402
10538857	Serbp1	66870	ENSMUSG00000036371
10538939	Eif2ak3	13666	ENSMUSG00000031668
10538957	Tbrg4	21379	ENSMUSG00000000384
10538959	Foxi3	232077	ENSMUSG00000055874
10538965	Fabp1	14080	ENSMUSG00000054422
10538970	Krcc1	57896	ENSMUSG00000053012
10538975	Gm1070	381785	ENSMUSG00000073018
10538979	Cd8b1	12526	ENSMUSG00000053044
10538993	Cd8a	12525	ENSMUSG00000053977
10539002	Rnf103	22644	ENSMUSG00000052656
10539008	Chmp3	66700	ENSMUSG00000053119
10539017	Reep1	52250	ENSMUSG00000052852
10539026	Immt	76614	ENSMUSG00000052337
10539042	Polr1a	20019	ENSMUSG00000049553
10539080	St3gal5	20454	ENSMUSG00000056091
10539091	Sftpb	20388	ENSMUSG00000056370
10539091	Sftpb	20388	ENSMUSG00000103879
10539104	0610030E20Rik	68364	ENSMUSG00000104305
10539104	0610030E20Rik	68364	ENSMUSG00000058706
10539111	Tmem150a	232086	ENSMUSG00000102455
10539111	Tmem150a	232086	ENSMUSG00000055912
10539119	Ggcx	56316	ENSMUSG00000053460
10539119	Ggcx	56316	ENSMUSG00000103019
10539135	Capg	12332	ENSMUSG00000056737
10539143	Retsat	67442	ENSMUSG00000056666
10539159	Suclg1	56451	ENSMUSG00000052738
10539169	Lrrtm1	74342	ENSMUSG00000060780
10539179	Reg3b	18489	ENSMUSG00000071356
10539186	Reg3a	19694	ENSMUSG00000079516
10539194	Reg2	19693	ENSMUSG00000023140
10539200	Reg1	19692	ENSMUSG00000059654
10539211	Lrrtm4	243499	ENSMUSG00000052581
10539220	Gcfc2	330361	ENSMUSG00000035125
10539238	Eva1a	232146	ENSMUSG00000035104
10539244	Tacr1	21336	ENSMUSG00000030043
10539251	M1ap	110958	ENSMUSG00000030041
10539263	Loxl3	16950	ENSMUSG00000000693
10539279	Aup1	11993	ENSMUSG00000068328
10539295	Dqx1	93838	ENSMUSG00000009145
10539310	Pcgf1	69837	ENSMUSG00000069678
10539316	Lbx2	16815	ENSMUSG00000034968
10539337	Mogs	57377	ENSMUSG00000030036
10539342	Rtkn	20166	ENSMUSG00000034930
10539358	1700003E16Rik	71837	ENSMUSG00000030030
10539364	Dctn1	13191	ENSMUSG00000031865
10539393	Slc4a5	232156	ENSMUSG00000068323
10539421	Mob1a	232157	ENSMUSG00000043131
10539433	Mob1a	232157	ENSMUSG00000043131
10539435	Bola3	78653	ENSMUSG00000045160
10539441	B230319C09Rik	320775	ENSMUSG00000051844
10539444	Vax2	24113	ENSMUSG00000034777
10539449	Atp6v1b1	110935	ENSMUSG00000006269
10539465	Ankrd53	75305	ENSMUSG00000014747
10539472	Nagk	56174	ENSMUSG00000034744
10539486	Zfml	18139	ENSMUSG00000030016
10539517	Dysf	26903	ENSMUSG00000033788
10539584	Emx1	13796	ENSMUSG00000033726
10539588	Noto	384452	ENSMUSG00000068302
10539592	Smyd5	232187	ENSMUSG00000033706
10539606	Cct7	12468	ENSMUSG00000030007
10539617	Alms1	236266	ENSMUSG00000063810
10539653	Tprkb	69786	ENSMUSG00000054226
10539665	Figla	26910	ENSMUSG00000030001
10539669	Add2	11519	ENSMUSG00000030000
10539692	Tgfa	21802	ENSMUSG00000029999
10539700	Rps28	54127	ENSMUSG00000067288
10539702	Fam136a	66488	ENSMUSG00000057497
10539705	Snrpg	68011	ENSMUSG00000057278
10539710	Tia1	21841	ENSMUSG00000071337
10539727	C87436	232196	ENSMUSG00000046679
10539739	Asprv1	67855	ENSMUSG00000033508
10539741	Aak1	269774	ENSMUSG00000057230
10539766	Aak1	269774	ENSMUSG00000057230
10539769	Nfu1	56748	ENSMUSG00000029993
10539773	Gfpt1	14583	ENSMUSG00000029992
10539795	Gkn2	66284	ENSMUSG00000030049
10539802	Bmp10	12154	ENSMUSG00000030046
10539805	E230015B07Rik	320001	ENSMUSG00000071332
10539810	Efcc1	58229	ENSMUSG00000068263
10539813	Efcc1	58229	ENSMUSG00000068263
10539818	Gp9	54368	ENSMUSG00000030054
10539822	Copg1	54161	ENSMUSG00000030058
10539850	Hmces	232210	ENSMUSG00000030060
10539857	Gm5577	434064	ENSMUSG00000084950
10539861	Rpn1	103963	ENSMUSG00000030062
10539873	Gata2	14461	ENSMUSG00000015053
10539880	Dnajb8	56691	ENSMUSG00000048206
10539882	Ruvbl1	56505	ENSMUSG00000030079
10539894	Mgll	23945	ENSMUSG00000033174
10539905	Gm15612	100038356	ENSMUSG00000085828
10539907	Tpra1	24100	ENSMUSG00000002871
